0.000000000000000000e+00,0.000000000000000000e+00
1.113772455089820701e+00,5.568862275449103505e-01
1.921921921921926901e-01,-4.607901314488139777e-01
1.859999999999994991e-01,-3.096096096096595529e-03
1.844077961019495449e-01,-7.961019490249771069e-04
1.848739495798322197e-01,2.330767389413374024e-04
1.529999999999998028e-01,-1.593697478991620842e-02
2.630676949443012114e-01,5.503384747215070427e-02
3.473368342085522142e-01,4.213456963212550144e-02
4.533333333333337545e-01,5.299824956239077012e-02
3.899220155968803336e-01,-3.170565886822671042e-02
3.529732678668848211e-01,-1.847437386499775624e-02
3.079999999999999405e-01,-2.248663393344244033e-02
3.124134748500235204e-01,2.206737425011789933e-03
2.914702100300040621e-01,-1.047163241000972911e-02
2.227999999999998870e-01,-3.433510501500208756e-02
1.049868766404200432e-01,-5.890656167978992191e-02
2.117896223085070570e-02,-4.190395720478466701e-02
-5.233333333333349546e-02,-3.675614778209210232e-02
0.000000000000000000e+00,2.616666666666674773e-02
