Pitching Data for 453329 for game: gid_2014_08_31_mlb_tbamlb_1/																																																
dateStamp	park_sv_id		ab_tot  ab_ct	pit_id	bat_id	ab_id	des		type	id	sz_top	sz_bot	pfx_xDF	pfx_zDF	mlbpitch_name	zloc	pitcon	stand	strikes	balls	p_throwsgid			pdes			spin	norm_ht		inning		tstart		vystart		ftime		pfx_x		pfx_z		uncorted_pfx_x	uncorted_pfx_z	x0		y0	z0		vx0		vy0		vz0		ax		ay		az		strtspd	px		pz		pxold	pzold	sb
8/31/2014	140831_152850tba	3	2	453329	446481	42	Strikeout	S	320	3.18	1.45	-5.336	4.976	FT		0.909	R	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			226.743	-0.144509	6		0.07544882	-131.5273525	0.302700069	-7.649416166	4.332689692	-7.649416166	4.332689692	-1.06695489	55	6.15201136	2.992971145	-134.5543922	-4.426721163	-13.914		26.84800072	-24.29800058	91.81	-1.024279355	2.216105704	-0.921	2.19	1
8/31/2014	140831_152927tba	3	3	453329	446481	42	Strikeout	S	321	3.18	1.45	-3.668	3.82	FT		0.925	R	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		223.506	1.12486		6		0.075219148	-131.9927487	0.301002761	-5.990104416	3.208421107	-5.990104416	3.208421107	-1.163612303	55	6.004020599	6.268030681	-134.8390362	-1.097200229	-11.01900002	25.31599922	-26.27700067	92.04	0.486072628	3.304709724	0.606	3.288	2
8/31/2014	140831_153013tba	5	1	453329	595281	43	Strikeout	S	325	3.43	1.62	11.224	-9.297	CU		0.905	L	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		50.5195	-0.414365	6		0.087798242	-112.8839986	0.354658841	7.595274005	-9.787669361	7.595274005	-9.787669361	-1.180687133	55	6.07226743	-1.287006617	-115.9112036	2.979964282	10.06399969	23.08699913	-45.14799905	79.06	-0.61843654	2.192863618	-0.448	2.15	0
8/31/2014	140831_153038tba	5	2	453329	595281	43	Strikeout	S	326	3.43	1.62	5.85	5.482	FC		0.906	L	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	Swinging Strike		133.389	0.154696	6		0.077107176	-128.7522237	0.30866727	3.19896977	4.804171066	3.19896977	4.804171066	-1.1801296	55	6.044491583	4.930560056	-131.5543808	-2.889185168	5.596000229	24.31400032	-23.77499986	89.78	1.412807446	2.68351519	1.559	2.665	1
8/31/2014	140831_153110tba	5	3	453329	595281	43	Strikeout	S	327	3.43	1.62	0.74	9.196	FF		0.897	L	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			175.465	0.648619	6		0.074662777	-132.7830914	0.301114136	-1.677208556	8.469821577	-1.677208556	8.469821577	-0.936147638	55	6.069053684	0.847632237	-136.2258397	-3.710793925	-3.08300003	30.87100143	-16.6099999	92.92	-0.848851167	3.123810234	-0.737	3.112	2
8/31/2014	140831_153145tba	5	4	453329	595281	43	Strikeout	B	328	3.43	1.62	-6	5.765	FT		0.912	L	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			225.919	0.00331492	6		0.075095931	-132.1890137	0.300755075	-8.269450377	5.113523654	-8.269450377	5.113523654	-1.006551568	55	6.045564582	8.024931537	-135.1004638	-3.765761176	-15.23699995	25.93999977	-22.75700021	92.31	1.008248362	2.549614064	1.128	2.528	2
8/31/2014	140831_153221tba	5	5	453329	595281	43	Strikeout	S	329	3.43	1.62	6.306	4.496	FC		0.905	L	2	1	R	gid_2014_08_31_mlb_tbamlb_1/	Swinging Strike		125.765	-0.503867	6		0.077312467	-128.3854874	0.30980792	3.62635241	3.834822369	3.62635241	3.834822369	-1.247176359	55	5.899240837	3.912251363	-131.2542318	-3.52031267	6.297000443	24.82800026	-25.5200007	89.56	0.986533908	2.093304791	1.131	2.069	12
8/31/2014	140831_153304tba	3	1	453329	446386	44	Strikeout	S	333	3.45	1.55	5.385	5.25	FC		0.905	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		134.543	0.224211	6		0.078171753	-127.0168873	0.312692671	2.675757579	4.561283617	2.675757579	4.561283617	-1.304431049	55	5.926384385	3.568597832	-129.7270582	-2.201146547	4.561000381	23.19399948	-24.40399957	88.5	0.649175236	2.72960627	0.792	2.713	0
8/31/2014	140831_153332tba	3	2	453329	446386	44	Strikeout	S	334	3.45	1.55	11.24	-9.272	CU		0.902	R	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		50.6305	-0.911579	6		0.086367848	-114.7436563	0.349044271	7.7221931	-9.74557891	7.7221931	-9.74557891	-0.798186235	55	6.08075991	-1.699155654	-117.8503993	1.67932539	10.56399969	24.08699913	-45.51100183	80.37	-0.4034591	1.683783649	-0.24	1.634	1
8/31/2014	140831_153401tba	3	3	453329	446386	44	Strikeout	S	335	3.45	1.55	-5.705	6.881	FT		0.902	R	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		219.472	-0.517895	6		0.074397096	-133.2717046	0.299867019	-7.966032997	6.208272871	-7.966032997	6.208272871	-1.134148	55	5.993921267	7.707352926	-136.6838224	-5.389669301	-14.76499983	30.70400162	-20.67199922	93.41	0.786504537	2.03288661	0.905	2.008	2
8/31/2014	140831_155018tba	6	1	453329	459964	49	Strikeout	S	372	3.34	1.58	2.988	6.446	FC		0.904	L	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			155.313	-1.30682	7		0.077812497	-127.6551279	0.310588086	0.36753137	5.739278777	0.36753137	5.739278777	-1.387581212	55	5.880308194	2.780538939	-130.22343	-5.887399547	0.634999786	22.07700081	-22.26300073	88.9	-0.142648358	1.338037687	-0.012	1.31	0
8/31/2014	140831_155043tba	6	2	453329	459964	49	Strikeout	S	373	3.34	1.58	4.797	3.939	FC		0.903	L	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		129.724	0.9		7		0.078559795	-126.422154	0.313815348	2.082853617	3.274068069	2.082853617	3.274068069	-1.348563922	55	5.866383306	3.417937955	-129.0216301	-0.289237967	3.52500013	22.13400002	-26.63800073	88	0.453231342	3.264565956	0.595	3.252	1
8/31/2014	140831_155109tba	6	3	453329	459964	49	Strikeout	B	374	3.34	1.58	6.171	4.519	FC		0.904	L	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			126.502	-0.0568182	7		0.078202425	-127.0105428	0.312249268	3.45207078	3.847529702	3.45207078	3.847529702	-1.634215283	55	5.835749965	-2.149432147	-129.5901153	-2.442927284	5.90099958	22.06400032	-25.60199953	88.38	-2.013247655	2.429681182	-1.892	2.41	2
8/31/2014	140831_155130tba	6	4	453329	459964	49	Strikeout	B	375	3.34	1.58	12.105	-7.177	CU		0.896	L	2	1	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			59.5178	-0.906818	7		0.086163367	-115.0152079	0.348230333	8.580424438	-7.701499924	8.580424438	-7.701499924	-1.289184644	55	6.08975025	0.247668443	-118.1315708	1.008937824	11.79300073	24.2189991	-42.76400018	80.55	0.169999675	1.707897932	0.347	1.662	12
8/31/2014	140831_155148tba	6	5	453329	459964	49	Strikeout	B	376	3.34	1.58	-7.339	5.557	FT		0.908	L	2	2	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			232.638	-0.822727	7		0.075569544	-131.2218765	0.304368973	-9.634423591	4.894752275	-9.634423591	4.894752275	-1.069736562	55	6.041853704	8.408843078	-134.5279186	-5.374752328	-17.33299967	29.28600044	-23.37299944	91.98	0.930041877	1.764580813	1.049	1.736	22
8/31/2014	140831_155212tba	6	6	453329	459964	49	Strikeout	S	377	3.34	1.58	-4.429	5.243	FT		0.919	L	2	3	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		219.944	0.480682	7		0.075398874	-131.6209485	0.302420301	-6.75728576	4.595217379	-6.75728576	4.595217379	-1.177773324	55	5.970039176	6.474022605	-134.6307322	-2.454633686	-12.3140001	26.71199913	-23.80500055	91.91	0.448683425	2.900311592	0.568	2.883	32
8/31/2014	140831_155247tba	6	1	453329	446334	50	Groundout	B	381	3.76	1.72	11.793	-6.825	CU		0.897	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			60.1282	-1.87255	7		0.086159773	-115.0088922	0.348399033	8.27266092	-7.359384245	8.27266092	-7.359384245	-1.241806497	55	6.101227585	1.589206213	-118.1584329	-0.847794954	11.35899976	24.47899933	-42.28400064	80.57	0.808908347	0.88517383	0.991	0.83	0
8/31/2014	140831_155306tba	6	2	453329	446334	50	Groundout	B	382	3.76	1.72	11.213	-7.615	CU		0.905	R	0	1	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			56.001	-1.9598		7		0.087902736	-112.7371997	0.355296929	7.571124694	-8.152820659	7.571124694	-8.152820659	-1.190578114	55	6.096623187	1.733494519	-115.7982996	-0.443652388	9.995999847	23.31899948	-42.94300104	78.96	0.836129493	0.797489747	1.025	0.741	10
8/31/2014	140831_155326tba	6	3	453329	446334	50	Groundout	S	383	3.76	1.72	-0.424	10.095	FF		0.898	R	0	2	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			182.351	-0.168627	7		0.074562532	-133.1072343	0.298946644	-2.781881212	9.359625298	-2.781881212	9.359625298	-1.230948016	55	6.051163322	4.678266087	-136.1211806	-5.429170295	-5.187999989	27.04799957	-14.72400022	92.94	0.252042247	2.583367429	0.374	2.568	20
8/31/2014	140831_155351tba	6	4	453329	446334	50	Groundout	S	384	3.76	1.72	-3.849	3.698	FT		0.928	R	1	2	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			225.809	-0.143137	7		0.075017898	-132.33004	0.300399995	-6.157807904	3.091086583	-6.157807904	3.091086583	-1.166807564	55	6.063522334	3.385992736	-135.2340176	-2.891836299	-11.37300011	25.90000076	-26.46999956	92.25	-0.737705197	2.618345684	-0.63	2.594	21
8/31/2014	140831_155416tba	6	5	453329	446334	50	Groundout	B	385	3.76	1.72	-5.251	6.849	FT		0.9	R	2	2	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			217.283	0.446078	7		0.075882548	-130.7572056	0.304668887	-7.597202098	6.158072154	-7.597202098	6.158072154	-1.055739296	55	6.009698095	9.207608453	-133.8216231	-2.288814928	-13.64100024	27.02600021	-21.12199998	91.47	1.601524994	3.207113746	1.73	3.195	22
8/31/2014	140831_155441tba	6	6	453329	446334	50	Groundout	X	386	3.76	1.72	5.113	3.347	FC		0.905	R	2	3	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	123.565	-0.20098	7		0.077639119	-127.7970984	0.311744377	2.426309534	2.702702018	2.426309534	2.702702018	-1.429817254	55	5.871654154	5.075331407	-130.7973944	-1.860064089	4.160999809	25.86200066	-27.54400087	89.26	1.121847882	2.55610233	1.269	2.535	32
8/31/2014	140831_155523tba	2	1	453329	425766	51	Groundout	S	390	3.69	1.81	14.406	-8.951	CU		0.905	L	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		58.2948	-1.11596	7		0.087887739	-112.7960289	0.354559913	10.69563912	-9.451083087	10.69563912	-9.451083087	-1.228108476	55	6.088361242	-3.071166027	-115.7398986	1.929594878	14.17999986	22.42599983	-44.70899988	78.95	-1.046725778	1.749523023	-0.875	1.701	0
8/31/2014	140831_155542tba	2	2	453329	425766	51	Groundout	X	391	3.69	1.81	-3.184	4.576	FS		0.892	L	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	214.536	-1.29894	7		0.079730327	-124.6215799	0.317745131	-5.78633232	3.881180216	-5.78633232	3.881180216	-1.275992042	55	5.962827004	2.594189147	-127.0176295	-4.45031587	-9.552000011	20.09800072	-25.7719996	86.67	-1.05433711	1.557831275	-0.938	1.529	1
8/31/2014	140831_161433tba	5	1	453329	523253	57	Flyout		B	438	3.44	1.55	-3.844	4.301	FT		0.887	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			221.492	-1.68571	8		0.075211872	-131.9024736	0.302230294	-6.181556265	3.674186557	-6.181556265	3.674186557	-1.45801703	55	6.040501253	1.905186334	-135.0558867	-7.020216496	-11.27899977	28.06100006	-25.47500063	92.22	-1.637531172	0.940348208	-1.535	0.902	0
8/31/2014	140831_161454tba	5	2	453329	523253	57	Flyout		B	439	3.44	1.55	-2.361	5.498	FF		0.909	R	0	1	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			203.056	0.311111	8		0.07475285	-132.7483297	0.299951046	-4.694307614	4.854635694	-4.694307614	4.854635694	-1.408826757	55	6.023027573	2.077343086	-135.8142078	-3.036208333	-8.696000065	27.44600029	-23.18599916	92.63	-1.290488264	2.808619526	-1.184	2.789	10
8/31/2014	140831_161514tba	5	3	453329	523253	57	Flyout		S	440	3.44	1.55	2.058	9.716	FF		0.867	R	0	2	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		168.129	0.913227	8		0.074593006	-133.067657	0.298891561	-0.351091096	8.989540843	-0.351091096	8.989540843	-1.306196794	55	6.108278611	0.451161705	-136.036287	-3.518628446	-0.654999937	26.62900085	-15.40800024	92.78	-1.176205721	3.366958354	-1.064	3.358	20
8/31/2014	140831_161538tba	5	4	453329	523253	57	Flyout		B	441	3.44	1.55	10.596	-7.823	CU		0.904	R	1	2	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			53.7468	1.20529		8		0.088358324	-112.255056	0.355435404	6.969864947	-8.356257204	6.969864947	-8.356257204	-1.071622469	55	6.188081341	-2.752350674	-115.0054243	5.339758538	9.195000206	20.83500023	-43.20299936	78.52	-1.320873729	3.658435845	-1.16	3.634	21
8/31/2014	140831_161603tba	5	5	453329	523253	57	Flyout		X	442	3.44	1.55	-4.628	6.612	FT		0.926	R	1	3	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	214.792	0.138624	8		0.075460346	-131.5098586	0.302714393	-6.956272272	5.934164374	-6.956272272	5.934164374	-1.096390187	55	6.007052645	5.419986128	-134.5287065	-3.650189767	-12.65199992	26.77099915	-21.38599992	91.83	0.063488129	2.6446412	0.178	2.626	31
8/31/2014	140831_161644tba	1	1	453329	488862	58	Groundout	X	446	3.39	1.56	-2.427	8.369	FF		0.901	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	196.058	0.0273224	8		0.075448986	-131.5337743	0.302618272	-4.800692388	7.654623866	-4.800692388	7.654623866	-1.125539267	55	6.011113902	4.171901863	-134.5408256	-4.62232509	-8.736999954	26.66999931	-18.24799944	91.83	-0.146365686	2.517004599	-0.03	2.5	0
8/31/2014	140831_161730tba	6	1	453329	150040	59	Groundout	S	450	3.62	1.67	12.194	-8.925	CU		0.904	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		53.9581	0.882051	8		0.087699168	-112.9313304	0.355634319	8.518902156	-9.428010394	8.518902156	-9.428010394	-1.214362657	55	6.085366003	-0.766298875	-116.2003674	5.605183269	11.22600034	24.96799965	-44.60300089	79.32	-0.258386951	3.532949649	-0.081	3.505	0
8/31/2014	140831_161750tba	6	2	453329	150040	59	Groundout	S	451	3.62	1.67	6.38	4.951	FC		0.905	R	1	0	R	gid_2014_08_31_mlb_tbamlb_1/	Swinging Strike		128.081	-0.731282	8		0.0778758	-127.4421833	0.3122559	3.65639026	4.270079452	3.65639026	4.270079452	-1.484548466	55	5.89930181	3.997347534	-130.3336491	-3.86601082	6.249999557	24.84500046	-24.8799994	88.94	0.802993113	1.956643103	0.949	1.932	1
8/31/2014	140831_161812tba	6	3	453329	150040	59	Groundout	B	452	3.62	1.67	-3.638	8.278	FF		0.912	R	2	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			203.586	0.516923	8		0.075253585	-131.8200611	0.302512379	-5.984449563	7.565806987	-5.984449563	7.565806987	-1.016508438	55	6.046390537	7.12824636	-134.9994018	-3.137851267	-10.89900013	28.27699966	-18.39999986	92.2	1.003031006	3.160302102	1.126	3.149	2
8/31/2014	140831_161832tba	6	4	453329	150040	59	Groundout	B	453	3.62	1.67	-5.168	7.188	FT		0.88	R	2	1	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			215.526	1.78667		8		0.076383794	-129.9306391	0.306284463	-7.540649161	6.483033648	-7.540649161	6.483033648	-1.221033463	55	6.029181563	6.952955183	-132.8811913	0.438289908	-13.3969998	25.84800072	-20.66099954	90.73	0.5181638	4.387403136	0.64	4.387	12
8/31/2014	140831_161854tba	6	5	453329	150040	59	Groundout	B	454	3.62	1.67	0.873	7.14	FF		0.898	R	2	2	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			173.113	-0.725128	8		0.074194247	-133.8246788	0.296800033	-1.478330747	6.47674853	-1.478330747	6.47674853	-0.955911707	55	6.048113768	8.003671171	-136.6846174	-5.95759989	-2.797000016	25.78799934	-19.92499948	93.44	2.074722616	1.963250374	2.211	1.938	22
8/31/2014	140831_161919tba	6	6	453329	150040	59	Groundout	X	455	3.62	1.67	3.735	4.497	FC		0.902	R	2	3	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	140.594	-0.833846	8		0.078664318	-126.2388825	0.314434254	1.033377823	3.817328389	1.033377823	3.817328389	-1.467841214	55	5.828924009	5.228187731	-128.8804697	-3.632845087	1.742000137	22.46399994	-25.74399973	87.98	0.953425812	1.856964438	1.099	1.832	32
8/31/2014	140831_163125tba	6	1	453329	446481	63	Flyout		B	487	3.18	1.45	-1.252	9.055	FF		0.898	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			187.795	-1.26127	9		0.075912256	-130.804069	0.303573596	-3.666002644	8.321770633	-3.666002644	8.321770633	-1.426110399	55	5.956776874	4.893029778	-133.5753139	-7.712616999	-6.63000008	24.42200012	-17.12899995	91.29	0.037935021	1.250686765	0.161	1.224	0
8/31/2014	140831_163145tba	6	2	453329	446481	63	Flyout		S	488	3.18	1.45	5.855	4.84	FC		0.904	R	0	1	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		129.855	0.887861	9		0.078462065	-126.6112481	0.313012077	3.130938829	4.158517255	3.130938829	4.158517255	-1.409495788	55	5.883695475	1.222091705	-129.1197048	-1.074702827	5.325999771	21.38300056	-25.10499979	88.04	-0.390483171	3.096815359	-0.256	3.083	10
8/31/2014	140831_163203tba	6	3	453329	446481	63	Flyout		B	489	3.18	1.45	-3.309	6.613	CH		0.908	R	1	1	R	gid_2014_08_31_mlb_tbamlb_1/	Ball			206.369	-3.07746	9		0.084816074	-117.0663599	0.339274739	-6.27588277	5.775166121	-6.27588277	5.775166121	-1.325015255	55	5.973301388	7.030321121	-119.5650561	-7.919558133	-9.086999859	19.70900078	-23.81699968	81.84	0.964609154	-0.304188016	1.117	-0.347	11
8/31/2014	140831_163230tba	6	4	453329	446481	63	Flyout		S	490	3.18	1.45	15.298	-6.772	CU		0.905	R	1	2	R	gid_2014_08_31_mlb_tbamlb_1/	Called Strike		66.2943	0.347977	9		0.088483648	-111.960462	0.358282986	11.48522535	-7.341547241	11.48522535	-7.341547241	-1.438755069	55	5.977606355	-1.247666802	-115.1102735	3.440008266	14.91200021	23.84100075	-41.71099878	78.52	-0.25751838	2.649050232	-0.069	2.616	21
8/31/2014	140831_163257tba	6	5	453329	446481	63	Flyout		S	491	3.18	1.45	5.437	3.559	CH		0.657	R	2	2	R	gid_2014_08_31_mlb_tbamlb_1/	Foul			123.649	0.744509	9		0.087697865	-113.0757253	0.353194313	1.990201198	2.734936282	1.990201198	2.734936282	-1.056230494	55	5.932651136	-0.28315783	-115.9204022	0.787381148	2.658999954	21.71399994	-28.52499986	79.04	-0.881637002	2.970092649	-0.727	2.959	22
8/31/2014	140831_163331tba	6	6	453329	446481	63	Flyout		X	492	3.18	1.45	-4.475	5.936	FT		0.925	R	2	2	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	216.792	0.359538	9		0.075558631	-131.1901085	0.304961868	-6.841766131	5.262596819	-6.841766131	5.262596819	-1.100077971	55	5.929896542	5.379239751	-134.6475197	-3.112676894	-12.26100012	30.63700027	-22.74799944	91.9	0.077250237	2.643884854	0.193	2.626	22
8/31/2014	140831_163412tba	1	1	453329	595281	64	Groundout	X	496	3.43	1.62	11.461	-8.45	CU		0.905	L	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	53.7749	0.0928177	9		0.0890701	-111.2262403	0.360605455	7.706211169	-8.982648388	7.706211169	-8.982648388	-1.228842615	55	6.03182571	-1.745843855	-114.3465632	3.923156246	9.877000366	23.46199913	-43.69200159	78.02	-0.887379705	2.645768522	-0.713	2.609	0
8/31/2014	140831_163452tba	1	1	453329	446386	65	Flyout		X	500	3.45	1.55	4.719	5.217	FC		0.904	R	0	0	R	gid_2014_08_31_mlb_tbamlb_1/	"In play, out(s)"	138.14	-0.0357895	9		0.078219577	-126.8684657	0.313813932	2.005430158	4.523740363	2.005430158	4.523740363	-1.501382684	55	5.889866802	3.202759674	-129.7877405	-2.625737203	3.394000088	24.97499962	-24.52299905	88.54	0.192839035	2.484436116	0.333	2.466	0
